row_id,country,is_urban,age,female,married,religion,relationship_to_hh_head,education_level,can_add,num_times_borrowed_last_year,can_use_internet,phone_ownership,dinero_en_banco,fecha_ultimo_trabajo
2279,I,FALSO,30,FALSO,VERDADERO,Q,Head,1,VERDADERO,0,FALSO,2,903,17/11/2016
2280,G,FALSO,45,VERDADERO,FALSO,X,Head,5,VERDADERO,0,FALSO,2,1094,20/4/2019
2281,D,VERDADERO,55,FALSO,VERDADERO,Q,Head,3,FALSO,2,FALSO,2,146,28/9/2020
2282,F,FALSO,56,FALSO,VERDADERO,X,Head,3,VERDADERO,0,FALSO,1,919,26/11/2011
2283,A,VERDADERO,50,FALSO,VERDADERO,Q,Head,2,VERDADERO,1,FALSO,2,1073,9/10/2007
2284,I,FALSO,40,FALSO,VERDADERO,Q,Son/Daughter,3,VERDADERO,0,FALSO,0,784,2/4/2011
2285,G,VERDADERO,51,FALSO,VERDADERO,X,Head,4,VERDADERO,0,VERDADERO,2,658,6/2/2004
2286,J,FALSO,39,VERDADERO,VERDADERO,X,Spouse,2,VERDADERO,1,FALSO,1,1364,10/3/2006
2287,G,VERDADERO,24,VERDADERO,FALSO,X,Head,6,VERDADERO,0,FALSO,2,1389,26/3/2010
2288,F,FALSO,41,FALSO,VERDADERO,X,Head,1,VERDADERO,0,FALSO,2,687,13/6/2008
2289,J,FALSO,21,VERDADERO,VERDADERO,Q,Spouse,5,VERDADERO,0,VERDADERO,2,1382,15/4/2017
2290,G,FALSO,25,FALSO,FALSO,X,Other,4,VERDADERO,0,FALSO,1,1033,7/6/2010
2291,F,VERDADERO,85,VERDADERO,VERDADERO,X,Spouse,3,VERDADERO,0,FALSO,2,143,6/8/2007
2292,G,FALSO,41,FALSO,FALSO,X,Head,6,VERDADERO,2,VERDADERO,2,1016,9/9/2002
2293,J,FALSO,43,FALSO,VERDADERO,X,Head,4,VERDADERO,2,FALSO,2,1009,8/11/2011
2294,I,FALSO,28,FALSO,VERDADERO,Q,Son/Daughter,1,VERDADERO,0,FALSO,2,439,28/7/2006
2295,F,FALSO,60,VERDADERO,FALSO,X,Head,1,VERDADERO,2,FALSO,1,10,28/10/2006
2296,C,FALSO,18,VERDADERO,FALSO,P,Son/Daughter,6,VERDADERO,0,FALSO,1,678,28/12/2004
2297,G,FALSO,37,FALSO,VERDADERO,Q,Head,4,VERDADERO,0,FALSO,0,742,2/9/2013
2298,J,FALSO,49,VERDADERO,FALSO,X,Head,5,VERDADERO,1,FALSO,1,772,28/11/2009
2299,D,VERDADERO,63,FALSO,VERDADERO,P,Head,0,VERDADERO,0,VERDADERO,2,1039,22/1/2013
2300,D,FALSO,43,VERDADERO,VERDADERO,Q,Spouse,3,VERDADERO,0,FALSO,1,1381,1/12/2005
2301,C,FALSO,28,VERDADERO,VERDADERO,P,Spouse,5,FALSO,2,FALSO,1,1027,16/7/2006
2302,D,FALSO,33,FALSO,FALSO,Q,Sister/Brother,1,VERDADERO,2,VERDADERO,1,955,3/7/2017
2303,C,VERDADERO,16,VERDADERO,FALSO,P,Son/Daughter,4,VERDADERO,0,FALSO,0,1282,14/1/2004
2304,F,FALSO,30,FALSO,VERDADERO,Q,Head,3,VERDADERO,0,VERDADERO,2,347,1/3/2000
2305,D,FALSO,32,FALSO,VERDADERO,X,Head,3,VERDADERO,1,VERDADERO,2,1142,1/7/2006
2306,D,FALSO,29,VERDADERO,VERDADERO,X,Head,2,VERDADERO,1,FALSO,1,1033,12/12/2009
2307,A,VERDADERO,22,VERDADERO,VERDADERO,Q,Spouse,3,VERDADERO,0,FALSO,2,101,22/3/2013
2308,C,VERDADERO,32,VERDADERO,VERDADERO,P,Spouse,6,VERDADERO,1,FALSO,2,318,26/3/2009
2309,D,VERDADERO,28,VERDADERO,FALSO,X,Other,1,VERDADERO,1,VERDADERO,2,1408,2/5/2011
2310,D,VERDADERO,25,FALSO,FALSO,X,Head,6,VERDADERO,0,FALSO,1,1427,1/1/2020
2311,I,FALSO,30,FALSO,VERDADERO,Q,Head,0,VERDADERO,0,FALSO,2,322,27/12/2008
2312,J,VERDADERO,43,FALSO,FALSO,Q,Head,1,VERDADERO,1,FALSO,0,945,25/1/2006
2313,A,FALSO,43,VERDADERO,VERDADERO,Q,Spouse,5,VERDADERO,0,FALSO,2,576,23/3/2019
2314,I,FALSO,30,FALSO,VERDADERO,Q,Head,0,VERDADERO,0,FALSO,2,1091,16/6/2011
2315,D,VERDADERO,22,VERDADERO,FALSO,X,Sister/Brother,4,VERDADERO,0,FALSO,0,95,9/5/2011
2316,D,VERDADERO,31,VERDADERO,VERDADERO,X,Father/Mother,1,VERDADERO,0,FALSO,2,806,9/3/2006
2317,I,FALSO,51,FALSO,VERDADERO,Q,Head,5,VERDADERO,0,FALSO,2,693,21/1/2018
2318,A,FALSO,70,FALSO,VERDADERO,Q,Head,2,VERDADERO,2,FALSO,1,1347,23/6/2015
2319,I,FALSO,48,FALSO,VERDADERO,Q,Father/Mother,2,VERDADERO,0,FALSO,0,174,3/9/2000
2320,A,FALSO,41,VERDADERO,VERDADERO,Q,Spouse,0,VERDADERO,0,FALSO,0,1263,12/9/2001
2321,D,FALSO,22,VERDADERO,FALSO,X,Head,5,VERDADERO,0,FALSO,2,1153,19/1/2020
2322,G,VERDADERO,22,VERDADERO,FALSO,X,Other,2,VERDADERO,0,VERDADERO,2,257,9/3/2019
2323,G,FALSO,22,VERDADERO,VERDADERO,X,Spouse,4,VERDADERO,2,FALSO,2,772,24/2/2006
2324,G,FALSO,27,VERDADERO,FALSO,X,Spouse,0,VERDADERO,3,FALSO,2,1245,22/10/2007
2325,F,VERDADERO,23,VERDADERO,FALSO,X,Son/Daughter,3,VERDADERO,0,VERDADERO,2,1315,20/2/2011
2326,G,FALSO,37,FALSO,VERDADERO,X,Head,2,VERDADERO,0,FALSO,0,1142,15/5/2004
2327,J,FALSO,50,VERDADERO,VERDADERO,X,Head,2,VERDADERO,0,FALSO,2,1391,15/1/2002
2328,J,FALSO,48,VERDADERO,VERDADERO,X,Spouse,4,VERDADERO,1,FALSO,2,924,7/7/2000
2329,F,VERDADERO,25,FALSO,FALSO,Q,Sister/Brother,5,VERDADERO,2,VERDADERO,2,51,27/4/2004
2330,D,FALSO,18,VERDADERO,FALSO,X,Son/Daughter,1,VERDADERO,1,FALSO,1,120,17/3/2019
2331,F,VERDADERO,78,FALSO,VERDADERO,X,Head,3,VERDADERO,0,FALSO,2,323,13/7/2009
2332,J,FALSO,36,VERDADERO,VERDADERO,X,Spouse,5,FALSO,0,FALSO,1,188,1/8/2013
2333,F,FALSO,64,VERDADERO,VERDADERO,Q,Spouse,6,VERDADERO,1,FALSO,0,1296,18/5/2009
2334,A,FALSO,17,VERDADERO,FALSO,Q,Son/Daughter,1,VERDADERO,0,FALSO,1,325,5/12/2015
2335,F,FALSO,31,FALSO,FALSO,Q,Son/Daughter,1,VERDADERO,3,FALSO,2,90,3/7/2007
2336,A,FALSO,29,VERDADERO,VERDADERO,Q,Spouse,5,VERDADERO,0,FALSO,0,1071,25/10/2011
2337,I,FALSO,31,VERDADERO,VERDADERO,Q,Spouse,6,VERDADERO,0,FALSO,0,753,16/1/2011
2338,F,FALSO,17,FALSO,FALSO,Q,Son/Daughter,4,VERDADERO,0,FALSO,0,1130,22/11/2000
2339,A,FALSO,35,FALSO,VERDADERO,Q,Son/Daughter,1,VERDADERO,2,FALSO,2,97,11/10/2002
2340,G,FALSO,50,VERDADERO,FALSO,X,Son/Daughter,5,VERDADERO,1,FALSO,2,360,5/12/2000
2341,C,VERDADERO,50,FALSO,VERDADERO,P,Head,1,VERDADERO,2,FALSO,2,335,8/9/2003
2342,J,FALSO,21,VERDADERO,FALSO,X,Son/Daughter,6,VERDADERO,0,FALSO,0,1204,11/4/2020
2343,G,VERDADERO,28,VERDADERO,VERDADERO,X,Spouse,6,VERDADERO,1,FALSO,2,800,16/9/2009
2344,F,FALSO,35,VERDADERO,FALSO,X,Head,3,VERDADERO,0,FALSO,2,1450,27/8/2007
2345,J,FALSO,17,FALSO,FALSO,X,Son/Daughter,4,FALSO,0,FALSO,1,1395,7/5/2014
2346,C,FALSO,20,VERDADERO,FALSO,P,Son/Daughter,2,VERDADERO,0,FALSO,2,1023,17/9/2019
2347,J,FALSO,32,VERDADERO,VERDADERO,Q,Spouse,6,VERDADERO,1,FALSO,1,1385,13/8/2017
2348,C,FALSO,33,FALSO,VERDADERO,Q,Head,6,VERDADERO,0,VERDADERO,2,510,3/6/2006
2349,D,VERDADERO,17,VERDADERO,FALSO,Q,Other,0,VERDADERO,0,FALSO,0,1409,9/11/2004
2350,D,VERDADERO,22,VERDADERO,VERDADERO,X,Spouse,2,VERDADERO,0,VERDADERO,2,1167,11/8/2006
2351,F,FALSO,60,FALSO,VERDADERO,Q,Head,3,FALSO,3,FALSO,0,1163,9/3/2007
2352,G,VERDADERO,29,VERDADERO,FALSO,X,Head,1,VERDADERO,2,VERDADERO,1,74,28/10/2008
2353,A,VERDADERO,58,FALSO,VERDADERO,Q,Head,3,VERDADERO,1,FALSO,2,371,1/5/2002
2354,C,VERDADERO,47,VERDADERO,FALSO,P,Head,5,VERDADERO,0,FALSO,1,138,15/6/2009
2355,I,FALSO,27,FALSO,VERDADERO,Q,Sister/Brother,5,VERDADERO,1,VERDADERO,2,658,23/3/2002
2356,I,VERDADERO,40,VERDADERO,VERDADERO,X,Head,5,FALSO,0,FALSO,0,1337,10/11/2011
2357,F,FALSO,50,VERDADERO,VERDADERO,Q,Spouse,2,VERDADERO,0,FALSO,0,1116,24/4/2016
2358,C,FALSO,27,FALSO,VERDADERO,P,Head,1,VERDADERO,2,VERDADERO,2,694,9/2/2010
2359,I,FALSO,82,VERDADERO,VERDADERO,Q,Spouse,0,VERDADERO,0,FALSO,0,1204,28/9/2012
2360,F,FALSO,25,VERDADERO,VERDADERO,Q,Spouse,4,VERDADERO,0,FALSO,2,697,18/2/2001
2361,J,FALSO,36,VERDADERO,FALSO,X,Father/Mother,3,VERDADERO,2,FALSO,2,316,23/5/2011
2362,J,FALSO,62,FALSO,FALSO,X,Head,4,VERDADERO,0,FALSO,2,692,8/6/2003
2363,I,VERDADERO,57,FALSO,VERDADERO,Q,Head,4,VERDADERO,1,VERDADERO,2,1102,20/4/2013
2364,D,FALSO,29,FALSO,VERDADERO,X,Head,1,VERDADERO,1,FALSO,2,445,5/11/2001
2365,F,VERDADERO,34,FALSO,FALSO,X,Sister/Brother,1,VERDADERO,0,VERDADERO,2,786,24/7/2004
2366,A,FALSO,36,FALSO,VERDADERO,Q,Head,1,VERDADERO,1,FALSO,2,1206,28/4/2016
2367,C,FALSO,29,VERDADERO,FALSO,P,Sister/Brother,4,VERDADERO,0,FALSO,2,333,20/11/2003
2368,I,FALSO,45,VERDADERO,VERDADERO,Q,Spouse,4,VERDADERO,0,FALSO,1,1058,17/4/2012
2369,D,FALSO,73,FALSO,VERDADERO,X,Head,0,VERDADERO,2,FALSO,0,48,7/12/2010
2370,I,VERDADERO,18,FALSO,FALSO,X,Son/Daughter,1,VERDADERO,0,VERDADERO,2,290,23/7/2012
2371,D,VERDADERO,47,FALSO,VERDADERO,Q,Head,6,VERDADERO,0,FALSO,2,1271,6/1/2002
2372,A,FALSO,36,FALSO,VERDADERO,Q,Head,0,VERDADERO,1,FALSO,2,1166,26/9/2017
2373,I,FALSO,20,FALSO,FALSO,Q,Son/Daughter,0,VERDADERO,0,VERDADERO,2,1481,1/11/2009
2374,J,FALSO,31,FALSO,FALSO,X,Head,0,VERDADERO,0,FALSO,2,86,8/5/2015
2375,D,VERDADERO,23,VERDADERO,VERDADERO,Q,Spouse,1,VERDADERO,0,VERDADERO,2,446,18/11/2001
2376,D,FALSO,22,VERDADERO,VERDADERO,Q,Spouse,0,VERDADERO,0,VERDADERO,2,1418,23/8/2013
2377,J,FALSO,56,VERDADERO,FALSO,X,Other,3,VERDADERO,0,FALSO,1,1473,20/4/2004
2378,D,VERDADERO,40,VERDADERO,FALSO,Q,Head,4,VERDADERO,1,VERDADERO,2,1134,25/2/2020
2379,I,FALSO,25,FALSO,FALSO,Q,Son/Daughter,0,VERDADERO,1,FALSO,2,1302,1/12/2018
2380,D,FALSO,20,VERDADERO,FALSO,X,Head,3,VERDADERO,1,FALSO,1,1007,28/1/2012
2381,D,FALSO,29,VERDADERO,FALSO,Q,Head,0,VERDADERO,0,FALSO,0,1397,3/8/2012
2382,D,VERDADERO,23,VERDADERO,FALSO,X,Other,2,VERDADERO,2,VERDADERO,2,287,26/11/2018
2383,J,FALSO,26,VERDADERO,VERDADERO,X,Spouse,1,VERDADERO,0,FALSO,0,544,6/10/2003
2384,C,FALSO,17,VERDADERO,FALSO,P,Son/Daughter,0,VERDADERO,0,VERDADERO,1,768,20/7/2018
2385,G,FALSO,57,FALSO,VERDADERO,X,Head,2,VERDADERO,1,FALSO,2,285,15/2/2010
2386,D,FALSO,36,FALSO,VERDADERO,Q,Head,0,VERDADERO,0,FALSO,0,161,28/6/2000
2387,A,FALSO,40,VERDADERO,VERDADERO,Q,Spouse,0,VERDADERO,2,FALSO,1,704,25/9/2002
2388,D,FALSO,25,VERDADERO,VERDADERO,X,Spouse,5,VERDADERO,1,FALSO,2,16,3/1/2016
2389,J,FALSO,44,VERDADERO,VERDADERO,X,Spouse,6,VERDADERO,2,VERDADERO,2,772,2/9/2004
2390,J,VERDADERO,53,VERDADERO,FALSO,Q,Head,2,VERDADERO,2,VERDADERO,2,708,20/4/2005
2391,C,VERDADERO,65,VERDADERO,FALSO,P,Head,6,VERDADERO,1,FALSO,2,676,6/9/2018
2392,F,FALSO,64,FALSO,VERDADERO,Q,Head,3,VERDADERO,0,FALSO,2,148,19/2/2018
2393,F,FALSO,35,FALSO,VERDADERO,Q,Head,5,VERDADERO,0,FALSO,0,1426,7/6/2004
2394,G,FALSO,20,VERDADERO,VERDADERO,X,Spouse,0,VERDADERO,2,FALSO,2,143,26/3/2008
2395,G,FALSO,17,FALSO,FALSO,X,Other,6,VERDADERO,0,VERDADERO,2,203,21/10/2008
2396,F,FALSO,70,VERDADERO,FALSO,X,Father/Mother,0,FALSO,0,FALSO,1,470,17/5/2013
2397,J,VERDADERO,21,VERDADERO,FALSO,X,Son/Daughter,2,VERDADERO,2,FALSO,0,1071,10/7/2014
2398,J,FALSO,34,FALSO,VERDADERO,Q,Head,3,VERDADERO,2,FALSO,2,57,12/4/2002
2399,C,FALSO,36,FALSO,FALSO,P,Spouse,6,VERDADERO,0,FALSO,2,1140,7/10/2003
2400,I,VERDADERO,70,FALSO,FALSO,Q,Head,1,VERDADERO,0,FALSO,0,186,9/4/2002
2401,D,FALSO,21,VERDADERO,VERDADERO,X,Spouse,4,VERDADERO,0,VERDADERO,2,465,21/4/2015
2402,I,VERDADERO,40,FALSO,VERDADERO,Q,Head,6,VERDADERO,0,VERDADERO,2,1187,12/6/2008
2403,F,VERDADERO,28,FALSO,VERDADERO,X,Head,4,VERDADERO,1,FALSO,2,615,8/1/2004
2404,J,FALSO,70,FALSO,VERDADERO,X,Head,5,FALSO,2,FALSO,1,1105,14/2/2000
2405,G,VERDADERO,59,VERDADERO,VERDADERO,X,Spouse,5,FALSO,0,FALSO,2,511,10/2/2018
2406,F,VERDADERO,25,VERDADERO,FALSO,X,Father/Mother,1,VERDADERO,0,VERDADERO,2,1433,10/11/2013
2407,D,FALSO,18,VERDADERO,VERDADERO,X,Spouse,1,VERDADERO,0,FALSO,0,882,23/12/2012
2408,F,FALSO,18,FALSO,FALSO,X,Son/Daughter,2,VERDADERO,0,VERDADERO,2,1370,10/11/2015
2409,G,VERDADERO,35,VERDADERO,FALSO,Q,Spouse,4,VERDADERO,3,VERDADERO,2,597,28/12/2006
2410,A,VERDADERO,26,VERDADERO,VERDADERO,Q,Spouse,3,VERDADERO,0,FALSO,2,1296,3/2/2016
2411,G,VERDADERO,18,VERDADERO,FALSO,X,Son/Daughter,4,VERDADERO,0,VERDADERO,0,1110,21/6/2003
2412,I,FALSO,26,FALSO,VERDADERO,Q,Head,0,VERDADERO,0,FALSO,2,1338,4/10/2013
2413,C,FALSO,36,FALSO,VERDADERO,P,Head,6,VERDADERO,1,FALSO,2,20,20/11/2020
2414,G,FALSO,24,VERDADERO,VERDADERO,X,Spouse,6,VERDADERO,0,VERDADERO,2,36,11/10/2009
2415,C,FALSO,18,VERDADERO,VERDADERO,P,Spouse,0,FALSO,0,FALSO,0,747,6/3/2017
2416,D,FALSO,49,VERDADERO,FALSO,X,Head,0,FALSO,0,FALSO,1,291,20/8/2011
2417,D,FALSO,77,VERDADERO,FALSO,X,Head,3,FALSO,0,FALSO,0,1382,26/6/2017
2418,D,FALSO,43,VERDADERO,VERDADERO,X,Spouse,1,VERDADERO,0,FALSO,1,342,7/4/2009
2419,F,FALSO,50,FALSO,VERDADERO,Q,Head,4,VERDADERO,3,FALSO,2,1427,13/3/2012
2420,A,FALSO,37,VERDADERO,VERDADERO,Q,Spouse,0,VERDADERO,0,FALSO,2,1282,9/8/2001
2421,C,FALSO,21,VERDADERO,VERDADERO,Q,Spouse,3,FALSO,0,FALSO,1,450,18/9/2012
2422,A,VERDADERO,32,VERDADERO,VERDADERO,Q,Spouse,0,VERDADERO,1,FALSO,2,734,22/10/2011
2423,D,FALSO,27,FALSO,FALSO,X,Head,1,VERDADERO,0,FALSO,2,210,21/3/2018
2424,G,FALSO,23,FALSO,FALSO,X,Son/Daughter,0,VERDADERO,1,VERDADERO,2,517,20/8/2006
2425,J,VERDADERO,31,VERDADERO,VERDADERO,X,Spouse,3,VERDADERO,1,FALSO,1,863,8/10/2011
2426,F,FALSO,25,VERDADERO,FALSO,Q,Son/Daughter,1,VERDADERO,2,VERDADERO,2,508,17/7/2007
2427,I,FALSO,18,VERDADERO,FALSO,Q,Son/Daughter,1,VERDADERO,0,FALSO,0,1056,15/11/2018
2428,F,FALSO,18,FALSO,FALSO,Q,Son/Daughter,4,VERDADERO,0,FALSO,1,1442,3/8/2008
2429,I,VERDADERO,30,FALSO,VERDADERO,Q,Head,0,VERDADERO,0,VERDADERO,2,201,9/2/2009
2430,F,FALSO,57,FALSO,VERDADERO,X,Son/Daughter,2,VERDADERO,1,FALSO,2,275,14/4/2015
2431,A,FALSO,25,VERDADERO,VERDADERO,Q,Spouse,0,VERDADERO,1,FALSO,1,691,7/10/2001
2432,G,FALSO,19,VERDADERO,FALSO,X,Son/Daughter,2,VERDADERO,3,VERDADERO,0,489,4/6/2012
2433,C,FALSO,22,FALSO,VERDADERO,P,Head,5,VERDADERO,0,FALSO,2,846,1/12/2016
2434,J,VERDADERO,34,VERDADERO,VERDADERO,Q,Spouse,6,VERDADERO,0,FALSO,2,940,23/7/2002
2435,I,FALSO,46,VERDADERO,VERDADERO,Q,Spouse,6,VERDADERO,0,FALSO,0,844,25/9/2000
2436,C,FALSO,22,VERDADERO,VERDADERO,P,Spouse,0,VERDADERO,0,FALSO,1,1465,3/12/2005
2437,D,FALSO,18,FALSO,FALSO,Q,Son/Daughter,3,VERDADERO,0,FALSO,0,677,21/1/2016
2438,J,FALSO,35,VERDADERO,VERDADERO,X,Head,2,VERDADERO,0,FALSO,2,279,20/3/2008
2439,G,VERDADERO,30,VERDADERO,FALSO,X,Head,4,VERDADERO,1,FALSO,2,105,8/11/2002
2440,D,VERDADERO,36,VERDADERO,VERDADERO,X,Spouse,5,VERDADERO,0,FALSO,2,384,27/1/2005
2441,A,FALSO,27,VERDADERO,VERDADERO,Q,Spouse,2,VERDADERO,0,FALSO,1,909,23/3/2011
2442,G,FALSO,34,VERDADERO,VERDADERO,X,Spouse,0,VERDADERO,3,VERDADERO,0,510,27/7/2010
2443,C,FALSO,18,FALSO,FALSO,P,Son/Daughter,3,VERDADERO,0,FALSO,2,1307,19/2/2012
2444,G,FALSO,43,FALSO,VERDADERO,X,Head,1,VERDADERO,2,FALSO,2,801,21/7/2014
2445,A,FALSO,41,FALSO,VERDADERO,Q,Head,4,VERDADERO,0,VERDADERO,2,1307,2/2/2010
2446,F,FALSO,22,VERDADERO,VERDADERO,Q,Spouse,2,VERDADERO,0,FALSO,0,544,9/12/2017
2447,G,FALSO,34,FALSO,FALSO,X,Head,6,VERDADERO,2,FALSO,2,785,7/6/2020
2448,C,FALSO,25,VERDADERO,VERDADERO,P,Spouse,4,VERDADERO,0,FALSO,0,1017,27/11/2002
2449,J,FALSO,54,FALSO,VERDADERO,X,Head,2,VERDADERO,1,FALSO,2,84,15/9/2003
2450,I,FALSO,65,FALSO,VERDADERO,Q,Head,3,FALSO,0,FALSO,1,1354,7/10/2003
2451,G,VERDADERO,23,VERDADERO,FALSO,X,Sister/Brother,0,VERDADERO,1,VERDADERO,2,1337,1/5/2004
2452,A,FALSO,20,VERDADERO,VERDADERO,Q,Spouse,6,VERDADERO,0,FALSO,2,927,25/5/2003
2453,J,FALSO,47,VERDADERO,FALSO,X,Head,3,VERDADERO,2,FALSO,2,1016,2/11/2002
2454,J,VERDADERO,37,FALSO,VERDADERO,X,Head,3,VERDADERO,2,FALSO,2,1081,17/6/2007
2455,F,FALSO,43,FALSO,VERDADERO,Q,Head,2,VERDADERO,0,FALSO,0,214,13/2/2014
2456,F,VERDADERO,26,FALSO,FALSO,Q,Head,5,VERDADERO,0,FALSO,2,1239,20/10/2001
2457,A,FALSO,25,VERDADERO,VERDADERO,Q,Spouse,1,VERDADERO,2,FALSO,2,474,3/10/2019
2458,I,FALSO,56,FALSO,VERDADERO,Q,Head,0,VERDADERO,0,FALSO,0,758,23/7/2018
2459,F,VERDADERO,50,FALSO,VERDADERO,X,Head,3,VERDADERO,1,FALSO,2,255,22/4/2007
2460,G,VERDADERO,22,VERDADERO,FALSO,X,Head,2,VERDADERO,1,VERDADERO,2,498,20/10/2006
2461,J,VERDADERO,20,VERDADERO,VERDADERO,X,Spouse,1,VERDADERO,2,VERDADERO,2,1166,25/5/2011
2462,D,FALSO,75,FALSO,VERDADERO,Q,Head,1,FALSO,3,FALSO,1,1228,3/12/2012
2463,A,FALSO,41,FALSO,VERDADERO,Q,Head,3,VERDADERO,1,FALSO,2,745,9/5/2019
2464,G,VERDADERO,22,FALSO,FALSO,X,Head,5,VERDADERO,1,VERDADERO,2,485,26/9/2014
2465,F,FALSO,16,VERDADERO,VERDADERO,Q,Spouse,1,VERDADERO,0,FALSO,2,191,12/12/2012
2466,A,FALSO,22,FALSO,VERDADERO,Q,Son/Daughter,3,VERDADERO,2,VERDADERO,2,378,21/9/2014
2467,I,VERDADERO,34,VERDADERO,VERDADERO,Q,Spouse,1,VERDADERO,0,VERDADERO,2,987,25/5/2006
2468,C,FALSO,54,VERDADERO,VERDADERO,P,Spouse,4,FALSO,1,VERDADERO,2,802,22/2/2000
2469,D,FALSO,27,VERDADERO,FALSO,Q,Head,4,VERDADERO,0,FALSO,1,133,9/8/2012
2470,D,FALSO,21,VERDADERO,FALSO,Q,Son/Daughter,5,VERDADERO,0,FALSO,2,687,27/11/2016
2471,I,VERDADERO,32,FALSO,FALSO,Q,Head,4,VERDADERO,1,FALSO,2,1380,3/6/2015
2472,D,FALSO,23,FALSO,VERDADERO,Q,Head,6,VERDADERO,0,FALSO,2,170,21/8/2015
2473,A,FALSO,36,FALSO,VERDADERO,Q,Head,6,VERDADERO,0,FALSO,2,588,6/12/2013
2474,F,FALSO,32,FALSO,VERDADERO,Q,Head,4,VERDADERO,0,FALSO,2,1357,27/12/2019
2475,A,FALSO,29,FALSO,FALSO,Q,Son/Daughter,6,VERDADERO,0,VERDADERO,2,1337,8/6/2005
2476,D,VERDADERO,31,VERDADERO,FALSO,X,Head,0,VERDADERO,0,FALSO,2,952,27/11/2008
2477,F,FALSO,40,FALSO,VERDADERO,Q,Son/Daughter,4,VERDADERO,1,FALSO,2,284,23/6/2003
2478,J,FALSO,42,VERDADERO,FALSO,X,Head,3,VERDADERO,0,FALSO,0,949,16/5/2011
2479,A,FALSO,34,FALSO,VERDADERO,P,Son/Daughter,4,VERDADERO,0,FALSO,2,792,1/2/2017
2480,J,VERDADERO,37,VERDADERO,VERDADERO,Q,Other,1,VERDADERO,2,FALSO,2,89,20/2/2000
2481,I,VERDADERO,45,FALSO,VERDADERO,Q,Head,5,VERDADERO,0,FALSO,2,347,6/2/2006
2482,C,VERDADERO,44,FALSO,VERDADERO,P,Head,3,VERDADERO,0,VERDADERO,2,1497,1/7/2019
2483,G,VERDADERO,52,FALSO,VERDADERO,X,Head,0,VERDADERO,0,FALSO,2,786,23/7/2007
2484,C,FALSO,36,VERDADERO,VERDADERO,P,Head,3,VERDADERO,0,FALSO,2,975,1/3/2008
2485,G,VERDADERO,32,FALSO,FALSO,X,Head,3,VERDADERO,0,FALSO,0,1257,23/9/2009
2486,D,FALSO,36,FALSO,VERDADERO,X,Head,4,VERDADERO,0,VERDADERO,2,380,15/7/2002
2487,C,FALSO,38,FALSO,VERDADERO,P,Head,1,VERDADERO,0,FALSO,2,851,24/1/2020
2488,A,FALSO,25,VERDADERO,VERDADERO,Q,Spouse,5,VERDADERO,2,FALSO,2,488,17/3/2001
2489,I,FALSO,41,FALSO,VERDADERO,Q,Head,5,VERDADERO,0,FALSO,2,325,14/8/2004
2490,J,VERDADERO,29,FALSO,FALSO,Q,Head,3,VERDADERO,0,FALSO,0,385,1/11/2010
2491,F,VERDADERO,27,VERDADERO,VERDADERO,X,Spouse,6,VERDADERO,0,FALSO,1,23,2/9/2003
2492,A,FALSO,36,VERDADERO,FALSO,Q,Head,4,VERDADERO,0,FALSO,2,46,18/11/2013
2493,A,FALSO,26,VERDADERO,VERDADERO,Q,Spouse,6,VERDADERO,2,FALSO,0,649,25/7/2000
2494,I,FALSO,58,FALSO,VERDADERO,Q,Head,5,VERDADERO,0,FALSO,0,754,2/12/2018
2495,F,FALSO,38,FALSO,VERDADERO,X,Head,1,VERDADERO,0,VERDADERO,2,734,28/11/2005
2496,J,FALSO,33,FALSO,VERDADERO,X,Head,3,VERDADERO,2,FALSO,1,428,5/7/2020
2497,G,FALSO,30,VERDADERO,VERDADERO,X,Spouse,0,VERDADERO,0,FALSO,2,1480,10/11/2019
2498,C,VERDADERO,29,VERDADERO,VERDADERO,P,Spouse,4,VERDADERO,0,VERDADERO,2,63,24/1/2006
2499,C,FALSO,30,FALSO,FALSO,P,Head,0,VERDADERO,2,FALSO,0,669,20/2/2006
2500,A,VERDADERO,60,VERDADERO,FALSO,Q,Father/Mother,5,FALSO,0,FALSO,0,1293,13/7/2012
2501,C,FALSO,48,FALSO,VERDADERO,P,Sister/Brother,5,VERDADERO,0,FALSO,2,833,6/12/2013
2502,C,FALSO,75,VERDADERO,VERDADERO,P,Head,4,FALSO,0,FALSO,2,1096,18/9/2007
2503,C,VERDADERO,45,FALSO,VERDADERO,P,Head,2,VERDADERO,1,FALSO,2,512,15/1/2008
2504,A,FALSO,26,VERDADERO,VERDADERO,Q,Spouse,5,VERDADERO,2,FALSO,0,628,19/6/2000
2505,I,FALSO,36,FALSO,VERDADERO,Q,Head,1,VERDADERO,0,FALSO,2,245,23/5/2007
2506,I,VERDADERO,45,VERDADERO,VERDADERO,Q,Spouse,6,VERDADERO,0,FALSO,1,52,23/10/2006
2507,C,FALSO,35,FALSO,VERDADERO,Q,Head,5,VERDADERO,0,FALSO,2,781,12/4/2005
2508,D,VERDADERO,69,FALSO,VERDADERO,Q,Head,0,VERDADERO,1,FALSO,2,446,25/8/2019
2509,I,FALSO,30,VERDADERO,VERDADERO,Q,Spouse,6,VERDADERO,0,FALSO,1,1073,13/3/2001
2510,F,VERDADERO,42,FALSO,VERDADERO,X,Head,6,VERDADERO,0,FALSO,2,1030,7/6/2006
2511,A,VERDADERO,40,FALSO,VERDADERO,Q,Head,1,VERDADERO,0,VERDADERO,2,63,16/5/2008
